Report_Date,business_date,batch_timestamp,account_uuid,plan_uuid,schedule_id,institution_id,Product_ID,error,error_message,field_path,AccountNumber
2018-02-07 15:12:35.027,2018-02-07,15:12:35.0270000,4110f483-52bb-4c40-8078-f573ae9a1e07,138df6d0-0654-48c5-a8ad-34e443d2ffa6,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001581
2018-02-07 15:12:35.027,2018-02-07,15:12:35.0270000,163f8510-8442-4b16-85c1-6b3265d4a8d5,909a7bbf-7f51-43cb-a086-c948b0ae12d2,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001599
2018-02-07 15:12:35.027,2018-02-07,15:12:35.0270000,4216ff6c-98b3-4eab-bee4-141bda5dfdfc,ab04e179-9148-4b4b-8f1b-04717cf53640,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001607
2018-02-07 15:12:35.027,2018-02-07,15:12:35.0270000,e4b09174-8fc8-4d66-95e0-a42c273fcf53,416d6a73-9e4f-44b8-b57b-fabbfe010345,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001615
2018-02-07 15:12:35.027,2018-02-07,15:12:35.0270000,a22ae4e5-b487-44b0-88de-e460cffac58a,54cf8678-e8df-45dc-88b3-ed23952d89ea,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001623
2018-02-07 16:51:32.373,2018-02-07,16:51:32.3730000,1fa4677f-a3c2-45bf-b442-b6c7fcc38bea,f393d4b4-7f77-4b8b-b887-c2294cf7add7,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1400001000000614
2018-02-07 16:51:32.373,2018-02-07,16:51:32.3730000,9ae7ecef-9921-481e-9993-840750f8d3e6,ca601f6a-8607-4429-8b75-9061828d88c8,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1400001000000622
2018-02-07 16:51:32.373,2018-02-07,16:51:32.3730000,d68e3f1f-324a-44cd-a82f-2896ef0db0f1,d1cc4b34-5327-42e4-88cb-cba436ff03a0,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1400001000000630
2018-02-07 16:51:32.373,2018-02-07,16:51:32.3730000,9cb57b00-8490-4b6a-841e-a0272641b119,168b402f-9a28-4bfe-875e-d33b9a3f5799,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1400001000000648
2018-02-07 16:51:32.373,2018-02-07,16:51:32.3730000,9f3b9625-76c4-42c2-a72a-09d83584186d,d04b8f3a-9034-4b05-82c4-c92d27023e21,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1400001000000655
