Report_Date,business_date,batch_timestamp,account_uuid,plan_uuid,schedule_id,institution_id,Product_ID,error,error_message,field_path,AccountNumber
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,8ff83b9d-97ae-42fe-a9ce-0d3ddf46d926,95c92fa5-fa42-4ca2-a741-f462d350418a,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000054
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,2cb811eb-b249-4567-a6c6-c62d6e5e690d,2b74acc8-46a8-4eb5-9ade-795324b14108,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000062
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,f9b45daf-6823-4f01-a4f4-fd91e525bb6f,68565e95-ca87-4da4-9925-ddcd96f352de,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000070
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,f9b45daf-6823-4f01-a4f4-fd91e525bb6f,1c911013-d5c4-4f82-b09e-ce65d6b928f3,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000070
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,fab090dd-5c0d-4092-a2a0-e9d8f5b721dc,80735165-93a6-462e-b452-19f56f3fe41e,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001698
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,624cbd6d-02ef-4146-82b9-9b8f3f49db6a,123456s7118121034A,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000203
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,624cbd6d-02ef-4146-82b9-9b8f3f49db6a,123456s7118121034A2,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000000203
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,987fe390-4794-4431-bd11-1ad91835deb7,h1d32f3d-55d4-47af-80dc-8c405e78ab1e,1,6977,7139,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100000100200010
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,fab090dd-5c0d-4092-a2a0-e9d8f5b721dc,c4f14db3-9ec4-46fc-9d43-a0c96a759f38,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001698
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,fab090dd-5c0d-4092-a2a0-e9d8f5b721dc,6063853a-eb7f-4479-8a13-0b7778bf86e4,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000001698
2018-05-15 15:11:22.017,2018-05-15,15:11:22.0170000,ac592c0e-36f8-49a1-b2e6-d122c2d05e82,d32b76d7-634b-44dc-a06e-8efd7c01642f,1,6969,7131,CRS_COMPUTATION_ERROR,scheduleId=3 at monthNumber=1 has MDR output that is negative,schedule at month {1},1100001000002696
